level_value_id,level_id,level_value_mnemonic,parent_level_value_id
550e8400-e29b-41d4-a716-446655883001,550e8400-e29b-41d4-a716-446655443000,kwetu,550e8400-e29b-41d4-a716-446655442001
550e8400-e29b-41d4-a716-446655883002,550e8400-e29b-41d4-a716-446655443000,msitu,550e8400-e29b-41d4-a716-446655442001
550e8400-e29b-41d4-a716-446655883003,550e8400-e29b-41d4-a716-446655443000,mtai,550e8400-e29b-41d4-a716-446655442001
550e8400-e29b-41d4-a716-446655883004,550e8400-e29b-41d4-a716-446655443000,mwana,550e8400-e29b-41d4-a716-446655442001
550e8400-e29b-41d4-a716-446655883005,550e8400-e29b-41d4-a716-446655443000,soko,550e8400-e29b-41d4-a716-446655442002
550e8400-e29b-41d4-a716-446655883006,550e8400-e29b-41d4-a716-446655443000,jumba,550e8400-e29b-41d4-a716-446655442002
550e8400-e29b-41d4-a716-446655883007,550e8400-e29b-41d4-a716-446655443000,wingi,550e8400-e29b-41d4-a716-446655442002
550e8400-e29b-41d4-a716-446655883008,550e8400-e29b-41d4-a716-446655443000,upande,550e8400-e29b-41d4-a716-446655442002
550e8400-e29b-41d4-a716-446655883009,550e8400-e29b-41d4-a716-446655443000,mkunge,550e8400-e29b-41d4-a716-446655442003
550e8400-e29b-41d4-a716-446655883010,550e8400-e29b-41d4-a716-446655443000,pika,550e8400-e29b-41d4-a716-446655442003
550e8400-e29b-41d4-a716-446655883011,550e8400-e29b-41d4-a716-446655443000,shimo,550e8400-e29b-41d4-a716-446655442003
550e8400-e29b-41d4-a716-446655883012,550e8400-e29b-41d4-a716-446655443000,mbegu,550e8400-e29b-41d4-a716-446655442003
550e8400-e29b-41d4-a716-446655883013,550e8400-e29b-41d4-a716-446655443000,damu,550e8400-e29b-41d4-a716-446655442004
550e8400-e29b-41d4-a716-446655883014,550e8400-e29b-41d4-a716-446655443000,kobe,550e8400-e29b-41d4-a716-446655442004
550e8400-e29b-41d4-a716-446655883015,550e8400-e29b-41d4-a716-446655443000,uzima,550e8400-e29b-41d4-a716-446655442004
550e8400-e29b-41d4-a716-446655883016,550e8400-e29b-41d4-a716-446655443000,hasara,550e8400-e29b-41d4-a716-446655442004
550e8400-e29b-41d4-a716-446655883017,550e8400-e29b-41d4-a716-446655443000,haraka,550e8400-e29b-41d4-a716-446655442005
550e8400-e29b-41d4-a716-446655883018,550e8400-e29b-41d4-a716-446655443000,changa,550e8400-e29b-41d4-a716-446655442005
550e8400-e29b-41d4-a716-446655883019,550e8400-e29b-41d4-a716-446655443000,wimbo,550e8400-e29b-41d4-a716-446655442005
550e8400-e29b-41d4-a716-446655883020,550e8400-e29b-41d4-a716-446655443000,nguvu,550e8400-e29b-41d4-a716-446655442005
550e8400-e29b-41d4-a716-446655883021,550e8400-e29b-41d4-a716-446655443000,moyo,550e8400-e29b-41d4-a716-446655442006
550e8400-e29b-41d4-a716-446655883022,550e8400-e29b-41d4-a716-446655443000,wingu,550e8400-e29b-41d4-a716-446655442006
550e8400-e29b-41d4-a716-446655883023,550e8400-e29b-41d4-a716-446655443000,joto,550e8400-e29b-41d4-a716-446655442006
550e8400-e29b-41d4-a716-446655883024,550e8400-e29b-41d4-a716-446655443000,barafu,550e8400-e29b-41d4-a716-446655442006
550e8400-e29b-41d4-a716-446655883025,550e8400-e29b-41d4-a716-446655443000,uhuruumeme,550e8400-e29b-41d4-a716-446655442007
550e8400-e29b-41d4-a716-446655883026,550e8400-e29b-41d4-a716-446655443000,mahaba,550e8400-e29b-41d4-a716-446655442007
550e8400-e29b-41d4-a716-446655883027,550e8400-e29b-41d4-a716-446655443000,eneza,550e8400-e29b-41d4-a716-446655442007
550e8400-e29b-41d4-a716-446655883028,550e8400-e29b-41d4-a716-446655443000,nguvu,550e8400-e29b-41d4-a716-446655442007
550e8400-e29b-41d4-a716-446655883029,550e8400-e29b-41d4-a716-446655443000,mwali,550e8400-e29b-41d4-a716-446655442008
550e8400-e29b-41d4-a716-446655883030,550e8400-e29b-41d4-a716-446655443000,cheka,550e8400-e29b-41d4-a716-446655442008
550e8400-e29b-41d4-a716-446655883031,550e8400-e29b-41d4-a716-446655443000,sura,550e8400-e29b-41d4-a716-446655442008
550e8400-e29b-41d4-a716-446655883032,550e8400-e29b-41d4-a716-446655443000,tano,550e8400-e29b-41d4-a716-446655442008
550e8400-e29b-41d4-a716-446655883033,550e8400-e29b-41d4-a716-446655443000,tanzu,550e8400-e29b-41d4-a716-446655442009
550e8400-e29b-41d4-a716-446655883034,550e8400-e29b-41d4-a716-446655443000,walizo,550e8400-e29b-41d4-a716-446655442009
550e8400-e29b-41d4-a716-446655883035,550e8400-e29b-41d4-a716-446655443000,hatua,550e8400-e29b-41d4-a716-446655442009
550e8400-e29b-41d4-a716-446655883036,550e8400-e29b-41d4-a716-446655443000,nyumbani,550e8400-e29b-41d4-a716-446655442009
550e8400-e29b-41d4-a716-446655883037,550e8400-e29b-41d4-a716-446655443000,pamoja,550e8400-e29b-41d4-a716-446655442010
550e8400-e29b-41d4-a716-446655883038,550e8400-e29b-41d4-a716-446655443000,karibu,550e8400-e29b-41d4-a716-446655442010
550e8400-e29b-41d4-a716-446655883039,550e8400-e29b-41d4-a716-446655443000,habari,550e8400-e29b-41d4-a716-446655442010
550e8400-e29b-41d4-a716-446655883040,550e8400-e29b-41d4-a716-446655443000,tupa,550e8400-e29b-41d4-a716-446655442010
550e8400-e29b-41d4-a716-446655883041,550e8400-e29b-41d4-a716-446655443000,tetemeka,550e8400-e29b-41d4-a716-446655442011
550e8400-e29b-41d4-a716-446655883042,550e8400-e29b-41d4-a716-446655443000,umani,550e8400-e29b-41d4-a716-446655442011
550e8400-e29b-41d4-a716-446655883043,550e8400-e29b-41d4-a716-446655443000,safari,550e8400-e29b-41d4-a716-446655442011
550e8400-e29b-41d4-a716-446655883044,550e8400-e29b-41d4-a716-446655443000,walili,550e8400-e29b-41d4-a716-446655442011
550e8400-e29b-41d4-a716-446655883045,550e8400-e29b-41d4-a716-446655443000,ushindi,550e8400-e29b-41d4-a716-446655442012
550e8400-e29b-41d4-a716-446655883046,550e8400-e29b-41d4-a716-446655443000,upendo,550e8400-e29b-41d4-a716-446655442012
550e8400-e29b-41d4-a716-446655883047,550e8400-e29b-41d4-a716-446655443000,ujinga,550e8400-e29b-41d4-a716-446655442012
550e8400-e29b-41d4-a716-446655883048,550e8400-e29b-41d4-a716-446655443000,tahini,550e8400-e29b-41d4-a716-446655442012
550e8400-e29b-41d4-a716-446655883049,550e8400-e29b-41d4-a716-446655443000,usawa,550e8400-e29b-41d4-a716-446655442013
550e8400-e29b-41d4-a716-446655883050,550e8400-e29b-41d4-a716-446655443000,nguvu,550e8400-e29b-41d4-a716-446655442013
550e8400-e29b-41d4-a716-446655883051,550e8400-e29b-41d4-a716-446655443000,mapicho,550e8400-e29b-41d4-a716-446655442013
550e8400-e29b-41d4-a716-446655883052,550e8400-e29b-41d4-a716-446655443000,kufa,550e8400-e29b-41d4-a716-446655442013
550e8400-e29b-41d4-a716-446655883053,550e8400-e29b-41d4-a716-446655443000,kupika,550e8400-e29b-41d4-a716-446655442014
550e8400-e29b-41d4-a716-446655883054,550e8400-e29b-41d4-a716-446655443000,kusoma,550e8400-e29b-41d4-a716-446655442014
550e8400-e29b-41d4-a716-446655883055,550e8400-e29b-41d4-a716-446655443000,kuzaa,550e8400-e29b-41d4-a716-446655442014
550e8400-e29b-41d4-a716-446655883056,550e8400-e29b-41d4-a716-446655443000,kutaka,550e8400-e29b-41d4-a716-446655442014
550e8400-e29b-41d4-a716-446655883057,550e8400-e29b-41d4-a716-446655443000,kupiga,550e8400-e29b-41d4-a716-446655442015
550e8400-e29b-41d4-a716-446655883058,550e8400-e29b-41d4-a716-446655443000,kujua,550e8400-e29b-41d4-a716-446655442015
550e8400-e29b-41d4-a716-446655883059,550e8400-e29b-41d4-a716-446655443000,kusikia,550e8400-e29b-41d4-a716-446655442015
550e8400-e29b-41d4-a716-446655883060,550e8400-e29b-41d4-a716-446655443000,kuweza,550e8400-e29b-41d4-a716-446655442015
550e8400-e29b-41d4-a716-446655883061,550e8400-e29b-41d4-a716-446655443000,kuwasha,550e8400-e29b-41d4-a716-446655442016
550e8400-e29b-41d4-a716-446655883062,550e8400-e29b-41d4-a716-446655443000,kufanya,550e8400-e29b-41d4-a716-446655442016
550e8400-e29b-41d4-a716-446655883063,550e8400-e29b-41d4-a716-446655443000,kufa,550e8400-e29b-41d4-a716-446655442016
550e8400-e29b-41d4-a716-446655883064,550e8400-e29b-41d4-a716-446655443000,kuitwa,550e8400-e29b-41d4-a716-446655442016
